subject_id	panel	gene_symbol	pt1_pr1	pt2_pr2	pt2_pt1	pr2_pr1
001B	Oncology	ADM	-0.2671	0.2893	0.5265	-0.0299
001B	Oncology	AGR3	-0.5006	0.4926	0.8356	-0.1576
001B	Oncology	AIF1	-0.6307	0.095	0.4899	-0.2358
001B	Oncology	AIFM1	1.0778	0.0991	-0.535	0.4437
001B	Oncology	AKR1B1	0.4903	1.3646	0.1211	-0.7532
001B	Oncology	AKT3	0.6559	0.2495	-0.2298	0.1766
001B	Oncology	ALPP	0.0479	0.1908	0.1742	0.0313
001B	Oncology	AMBP	0.083	0.1262	0.0042	-0.039
001B	Oncology	AMIGO2	0.0022	0.2747	0.2935	0.021
001B	Oncology	ANGPT2	0.0799	0.4641	0.608	0.2238
001B	Oncology	ANGPTL7	-0.3082	0.1559	0.4034	-0.0607
001B	Oncology	ANKRD54	0.6152	0.796	-0.2859	-0.4667
001B	Oncology	APBB1IP	-0.4719	0.4122	0.3464	-0.5377
001B	Oncology	APEX1	0.6314	1.6147	0.6848	-0.2985
001B	Oncology	AREG	-0.0355	0.1227	0.4026	0.2444
001B	Oncology	ARG1	0.227	0.4747	0.5039	0.2562
001B	Oncology	ARHGAP1	-0.2901	1.0474	0.7735	-0.564
001B	Oncology	ARHGAP25	-0.4198	1.0685	1.0922	-0.3961
001B	Oncology	ARSB	0.2672	0.5681	0.2846	-0.0163
001B	Oncology	ATG4A	0.5778	1.0072	-0.3596	-0.789
001B	Oncology	ATOX1	0.1213	0.9996	0.0518	-0.8265
001B	Oncology	ATP6AP2	0.0649	-0.9063	0.4477	1.4189
001B	Oncology	ATP6V1D	-0.2117	0.2911	0.4997	-0.0031
001B	Oncology	BAIAP2	0.0293	0.3312	0.2532	-0.0487
001B	Oncology	BAMBI	0.2356	0.3968	0.1522	-0.009
001B	Oncology	BGN	-0.2372	-0.2954	-0.0379	0.0203
001B	Oncology	BIRC2	0.3463	-0.1301	0.2115	0.6879
001B	Oncology	BTC	-0.6065	-1.2627	0.4644	1.1206
001B	Oncology	C4BPB	0.1903	0.1162	0.0963	0.1704
001B	Oncology	CA11	0.4342	0.3141	0.2066	0.3267
001B	Oncology	CA12	-0.3433	0.2305	1.0285	0.4547
001B	Oncology	CA14	-0.1042	0.1068	0.4706	0.2596
001B	Oncology	CA9	-0.2682	-0.0477	0.1392	-0.0813
001B	Oncology	CALB1	-0.0023	-0.1339	0.8905	1.0221
001B	Oncology	CALCOCO1	0.3589	0.9419	-0.4681	-1.0511
001B	Oncology	CAMKK1	0.3619	-0.1305	-0.5518	-0.0594
001B	Oncology	CAPG	-0.1637	0.3158	0.0196	-0.4599
001B	Oncology	CASP8	-0.0102	0.8112	0.0124	-0.809
001B	Oncology	CBLN4	0.0905	0.3899	0.2598	-0.0396
001B	Oncology	CCL8	0.0668	0.5719	0.033	-0.4721
001B	Oncology	CCN1	-0.0066	0.3957	0.748	0.3457
001B	Oncology	CCN4	0.0718	0.245	0.4057	0.2325
001B	Oncology	CCT5	0.1635	-0.0824	-0.2442	0.0017
001B	Oncology	CD1C	0.1408	0.1065	0.1833	0.2176
001B	Oncology	CD207	-0.2576	-0.1839	0.5361	0.4624
001B	Oncology	CD27	0.3138	0.4147	0.0229	-0.078
001B	Oncology	CD28	0.6888	0.1691	-0.0809	0.4388
001B	Oncology	CD300E	-0.0936	0.2447	-0.1081	-0.4464
001B	Oncology	CD300LF	0.0407	0.3946	0.211	-0.1429
001B	Oncology	CD302	-0.1687	-0.0525	0.5257	0.4095
001B	Oncology	CD33	-0.0657	0.5832	0.2498	-0.3991
001B	Oncology	CD38	-0.1972	0.2879	0.5382	0.0531
001B	Oncology	CD5	-0.1286	0.2125	0.0751	-0.266
001B	Oncology	CDC27	0.1249	0.7747	-0.1431	-0.7929
001B	Oncology	CDC37	0.5483	1.4377	-0.5406	-1.43
001B	Oncology	CDHR2	-0.1545	0.2538	0.4417	0.0334
001B	Oncology	CDKN1A	0.1772	1.0077	0.0415	-0.789
001B	Oncology	CDKN2D	0.7401	1.3839	-0.4521	-1.0959
001B	Oncology	CDNF	-0.1258	0.1549	0.6137	0.333
001B	Oncology	CEACAM1	0.2552	0.0246	-0.1621	0.0685
001B	Oncology	CEACAM3	-0.1983	0.141	0.1775	-0.1618
001B	Oncology	CEACAM5	1.2605	1.8969	1.2315	0.5951
001B	Oncology	CEP20	-0.3134	1.3927	1.6782	-0.0279
001B	Oncology	CEP85	0.3956	2.4541	0.0436	-2.0149
001B	Oncology	CES2	0.0148	-0.0707	0.2673	0.3528
001B	Oncology	CES3	0.2252	-0.2933	-0.2	0.3185
001B	Oncology	CFC1	-0.6532	1.1676	0.2111	-1.6097
001B	Oncology	CHAC2	-0.3819	1.2203	-0.1024	-1.7046
001B	Oncology	CIAPIN1	0.5157	0.9819	-0.1468	-0.613
001B	Oncology	CLEC6A	0.2818	0.0287	0.0576	0.3107
001B	Oncology	CLMP	-0.0275	0.265	0.3732	0.0807
001B	Oncology	CNPY4	0.4634	0.4878	0.0163	-0.0081
001B	Oncology	CNTN2	-0.1081	-0.3861	-0.1389	0.1391
001B	Oncology	COX5B	0.8373	0.2407	-0.8264	-0.2298
001B	Oncology	CPE	0.0415	1.3088	0.2686	-0.9987
001B	Oncology	CPVL	0.2622	0.4828	0.4504	0.2298
001B	Oncology	CPXM1	0.2988	0.4248	0.02	-0.106
001B	Oncology	CRACR2A	0.5965	2.3342	-0.4989	-2.2366
001B	Oncology	CREG1	0.1721	-0.0004	0.2076	0.3801
001B	Oncology	CRH	-0.3307	0.8544	0.4344	-0.7507
001B	Oncology	CRISP2	0.0827	0.2726	0.4713	0.2814
001B	Oncology	CRNN	-0.1017	0.104	0.1173	-0.0884
001B	Oncology	CTSF	-0.084	-0.5763	-0.249	0.2433
001B	Oncology	CTSV	0.2074	0.3137	0.3714	0.2651
001B	Oncology	CXCL8	0.0482	0.3269	0.0156	-0.2631
001B	Oncology	DAB2	0.316	1.4076	-0.2945	-1.3861
001B	Oncology	DCBLD2	0.0242	0.3545	0.5754	0.2451
001B	Oncology	DCTN1	0.0926	0.6468	-0.1835	-0.7377
001B	Oncology	DCTN2	-1.1966	1.7288	1.3956	-1.5298
001B	Oncology	DCXR	0.1888	0.2799	0.9087	0.8176
001B	Oncology	DDAH1	0.689	0.3235	0.062	0.4275
001B	Oncology	DDX58	0.4214	-0.2917	-0.287	0.4261
001B	Oncology	DEFB4A_DEFB4B	-1.9783	-0.4357	2.1029	0.5603
001B	Oncology	DKKL1	-0.113	0.0775	0.4479	0.2574
001B	Oncology	DLL1	0.3829	0.2014	0.1449	0.3264
001B	Oncology	DNAJB1	0.4944	0.8594	0.051	-0.314
001B	Oncology	DPEP2	0.0236	0.2099	0.3095	0.1232
001B	Oncology	DPP6	-0.1196	-0.3557	-0.1585	0.0776
001B	Oncology	DPY30	0.269	0.6423	-0.2044	-0.5777
001B	Oncology	DRG2	0.0671	0.3585	-0.0548	-0.3462
001B	Oncology	DSG3	-0.0399	0.1887	0.3819	0.1533
001B	Oncology	DSG4	0.2405	0.0652	0.3228	0.4981
001B	Oncology	DTX3	0.0903	0.4203	0.465	0.135
001B	Oncology	EBI3_IL27	0.0774	0.1277	-0.0603	-0.1106
001B	Oncology	EDA2R	-0.1164	0.1284	0.3952	0.1504
001B	Oncology	EGFL7	-0.3519	1.8038	0.473	-1.6827
001B	Oncology	ELOA	0.5241	0.822	0.8835	0.5856
001B	Oncology	ENTPD2	0.0567	-0.6818	-0.7218	0.0167
001B	Oncology	EPHA2	0.0346	-0.1222	0.0869	0.2437
001B	Oncology	EPS8L2	0.0087	0.1495	0.3737	0.2329
001B	Oncology	ERBB2	0.1702	0.2775	0.1228	0.0155
001B	Oncology	ERBB4	0.0392	0.1926	0.1048	-0.0486
001B	Oncology	ERBIN	0.6256	1.275	-0.2018	-0.8512
001B	Oncology	ERP44	0.3108	-0.1327	-0.0133	0.4302
001B	Oncology	F3	-0.2774	0.3022	0.6305	0.0509
001B	Oncology	FAM3B	-0.065	-0.0879	0.1328	0.1557
001B	Oncology	FCGR2B	0.7145	1.1904	-0.3679	-0.8438
001B	Oncology	FCRLB	-0.1489	0.8661	0.0146	-1.0004
001B	Oncology	FEN1	0.2376	-0.3924	-0.1091	0.5209
001B	Oncology	FES	0.3131	0.1823	-0.2967	-0.1659
001B	Oncology	FGF21	-0.3054	0.6515	1.1494	0.1925
001B	Oncology	FGF23	0.0291	0.1717	-0.0652	-0.2078
001B	Oncology	FGFBP1	0.3841	0.3394	0.2515	0.2962
001B	Oncology	FGFR2	0.2089	0.1812	-0.0364	-0.0087
001B	Oncology	FLI1	0.0349	0.6485	-0.0474	-0.661
001B	Oncology	FLT1	0.2524	0.1061	0.3275	0.4738
001B	Oncology	FLT3	0.197	0.4069	0.3966	0.1867
001B	Oncology	FLT4	0.1497	0.3267	0.0511	-0.1259
001B	Oncology	FMR1	0.3772	-0.1202	-0.2065	0.2909
001B	Oncology	FOLR1	0.3061	0.1631	0.1004	0.2434
001B	Oncology	FOLR3	0.3579	0.4294	0.0389	-0.0326
001B	Oncology	FOXO3	0.2966	3.7422	0.1255	-3.3201
001B	Oncology	FURIN	0.4513	0.0178	-0.3596	0.0739
001B	Oncology	FUS	0.2225	-0.1592	0.8811	1.2628
001B	Oncology	FXN	0.3751	1.1186	-0.0552	-0.7987
001B	Oncology	GALNT10	0.175	0.2492	0.0924	0.0182
001B	Oncology	GALNT2	0.0278	0.1707	0.2044	0.0615
001B	Oncology	GALNT7	-0.273	0.1271	0.4465	0.0464
001B	Oncology	GCG	-1.3007	-2.7149	-1.1996	0.2146
001B	Oncology	GCNT1	0.1359	-0.1445	0.3057	0.5861
001B	Oncology	GFAP	0.1338	-0.149	0.5188	0.8016
001B	Oncology	GFER	0.2371	1.815	0.2499	-1.328
001B	Oncology	GFOD2	0.2644	-0.7431	0.2598	1.2673
001B	Oncology	GFRA1	0.0829	0.1732	0.1835	0.0932
001B	Oncology	GFRA2	0.0992	0.2622	0.5415	0.3785
001B	Oncology	GH2	-0.879	-2.7069	-0.27	1.5579
001B	Oncology	GNE	-0.354	-0.3816	0.0136	0.0412
001B	Oncology	GPA33	-0.0635	0.0576	-0.0459	-0.167
001B	Oncology	GPC1	0.0134	0.2409	0.1162	-0.1113
001B	Oncology	GRPEL1	-0.0484	-0.0181	0.087	0.0567
001B	Oncology	GSAP	0.4846	-0.7572	-0.2849	0.9569
001B	Oncology	GSTA3	0.2995	0.6539	1.5325	1.1781
001B	Oncology	HAGH	0.2154	0.9235	0.1376	-0.5705
001B	Oncology	HAO1	0.2844	0.333	1.4226	1.374
001B	Oncology	HAVCR1	0.2764	0.2475	0.2711	0.3
001B	Oncology	HBEGF	0.2894	0.4821	-0.092	-0.2847
001B	Oncology	HBQ1	-0.0715	-0.1523	0.1176	0.1984
001B	Oncology	HDGF	0.3015	0.8697	0.1476	-0.4206
001B	Oncology	HGS	0.1237	0.7169	-0.0226	-0.6158
001B	Oncology	HMBS	-0.2408	-0.1288	0.3078	0.1958
001B	Oncology	HPGDS	0.2003	0.0055	0.1599	0.3547
001B	Oncology	HS3ST3B1	-0.3137	0.4113	1.0195	0.2945
001B	Oncology	HS6ST1	0.4842	1.4027	0.9916	0.0731
001B	Oncology	HSPB6	-0.3378	-0.1435	0.1741	-0.0202
001B	Oncology	HTRA2	0.347	0.6132	-0.0502	-0.3164
001B	Oncology	ICOSLG	0.2582	0.1215	0.2988	0.4355
001B	Oncology	IDUA	-0.1374	0.0125	0.0709	-0.079
001B	Oncology	IGF1R	0.0156	0.0799	0.3309	0.2666
001B	Oncology	IGSF3	0.0146	-0.0418	0.159	0.2154
001B	Oncology	IKZF2	0.1569	2.796	-0.103	-2.7421
001B	Oncology	IL12A_IL12B	0.0274	0.6092	0.6454	0.0636
001B	Oncology	IL13RA1	0.0386	0.1134	0.084	0.0092
001B	Oncology	IL6	1.4908	0.8766	-2.8901	-2.2759
001B	Oncology	INPP1	-0.1188	0.9033	0.1114	-0.9107
001B	Oncology	INPPL1	0.315	1.1092	0.0683	-0.7259
001B	Oncology	IQGAP2	1.0798	1.3748	-0.113	-0.408
001B	Oncology	ITGAV	-0.0807	0.1583	0.098	-0.141
001B	Oncology	ITGB1BP1	0.3955	-0.8725	0.1279	1.3959
001B	Oncology	ITGB5	0.6097	0.7558	-0.1153	-0.2614
001B	Oncology	ITGB7	-0.0436	0.1764	0.1801	-0.0399
001B	Oncology	KAZALD1	0.295	0.3805	0.6183	0.5328
001B	Oncology	KDR	0.1442	0.1221	0.1274	0.1495
001B	Oncology	KIFBP	0.168	0.373	-0.3318	-0.5368
001B	Oncology	KIR2DL3	0.4231	0.7613	-0.0338	-0.372
001B	Oncology	KIR3DL1	-0.3043	0.0011	0.6213	0.3159
001B	Oncology	KLK1	0.1581	0.2488	0.6023	0.5116
001B	Oncology	KLK10	0.4279	0.2934	0.0338	0.1683
001B	Oncology	KLK11	0.1551	0.1667	0.3969	0.3853
001B	Oncology	KLK12	0.5379	1.7804	0.6267	-0.6158
001B	Oncology	KLK13	0.0075	0.2769	0.5435	0.2741
001B	Oncology	KLK14	0.0416	0.4467	0.8955	0.4904
001B	Oncology	KLK4	0.1109	0.183	-0.0099	-0.082
001B	Oncology	KLK6	0.4561	-0.0655	-0.1849	0.3367
001B	Oncology	KLK8	0.1792	0.1496	0.2812	0.3108
001B	Oncology	KRT18	0.1203	0.8092	1.7255	1.0366
001B	Oncology	L1CAM	0.1818	0.2177	0.2402	0.2043
001B	Oncology	LAG3	-0.247	0.053	0.4455	0.1455
001B	Oncology	LAT2	0.5793	0.3285	-0.7893	-0.5385
001B	Oncology	LEFTY2	-0.2002	0.1481	0.5925	0.2442
001B	Oncology	LGALS7_LGALS7B	0.4413	0.4616	-0.0372	-0.0575
001B	Oncology	LHB	0.4439	1.832	0.072	-1.3161
001B	Oncology	LPCAT2	0.2126	0.4187	-0.0556	-0.2617
001B	Oncology	LRIG1	0.0099	0.1705	0.1124	-0.0482
001B	Oncology	LRP1	0.0765	0.1065	0.1664	0.1364
001B	Oncology	LRRC25	0.363	0.2363	0.2468	0.3735
001B	Oncology	LSM1	0.7576	0.0909	-0.3046	0.3621
001B	Oncology	LTA4H	-0.0962	0.7243	0.2926	-0.5279
001B	Oncology	LTBP3	-0.022	-0.2291	0.0317	0.2388
001B	Oncology	LYAR	0.6008	0.3276	-0.0672	0.206
001B	Oncology	LYN	0.6027	0.513	-0.2733	-0.1836
001B	Oncology	LYPD3	0.271	0.2755	0.6159	0.6114
001B	Oncology	LYPD8	0.1646	0.5179	0.3638	0.0105
001B	Oncology	MAEA	-0.3424	0.6362	0.2668	-0.7118
001B	Oncology	MAGED1	0.112	-0.3638	0.4902	0.966
001B	Oncology	MANSC1	0.1382	0.266	0.1834	0.0556
001B	Oncology	MAP3K5	0.5576	4.4645	-0.3972	-4.3041
001B	Oncology	MAVS	0.6806	3.5504	-0.2355	-3.1053
001B	Oncology	MDK	0.6046	0.9641	0.074	-0.2855
001B	Oncology	MED18	0.1284	1.5778	0.1188	-1.3306
001B	Oncology	METAP2	0.3856	0.6049	-0.3247	-0.544
001B	Oncology	MIA	0.2977	0.3886	0.5717	0.4808
001B	Oncology	MME	-0.2063	-0.1522	0.6061	0.552
001B	Oncology	MMP12	-0.0137	0.2414	0.0155	-0.2396
001B	Oncology	MOG	-0.0454	-0.5569	-0.6163	-0.1048
001B	Oncology	MPI	0.2084	0.8878	0.0698	-0.6096
001B	Oncology	MSLN	-0.0799	-0.0539	0.7191	0.6931
001B	Oncology	MSRA	0.6251	0.8657	-0.1823	-0.4229
001B	Oncology	MUC16	0.1188	-5.2609	-0.0179	5.3618
001B	Oncology	MZT1	0.4856	1.1104	0.0789	-0.5459
001B	Oncology	NAMPT	-0.1551	-0.8772	1.0844	1.8065
001B	Oncology	NBL1	0.1652	0.1889	0.21	0.1863
001B	Oncology	NCS1	0.0847	0.2326	0.3669	0.219
001B	Oncology	NDUFS6	0.3759	2.0053	0.0702	-1.5592
001B	Oncology	NECTIN4	0.0695	0.1847	0.3048	0.1896
001B	Oncology	NELL1	0.4467	0.2885	0.1681	0.3263
001B	Oncology	NFKBIE	0.7505	-0.1805	-1.0123	-0.0813
001B	Oncology	NINJ1	0.2795	0.952	-0.0196	-0.6921
001B	Oncology	NPTN	-0.9687	-0.0741	0.8661	-0.0285
001B	Oncology	NPY	-1.1628	-0.6643	1.3124	0.8139
001B	Oncology	NT5E	0.2919	0.4054	0.1887	0.0752
001B	Oncology	NTF4	-0.3727	0.6706	0.3961	-0.6472
001B	Oncology	NUCB2	0.3291	0.9488	0.0628	-0.5569
001B	Oncology	NUDT2	-0.377	-0.2855	0.8671	0.7756
001B	Oncology	OGFR	0.3205	0.3579	0.0322	-0.0052
001B	Oncology	OMG	-0.2384	-2.0287	-1.5387	0.2516
001B	Oncology	OPTC	0.2074	-0.2329	0.0915	0.5318
001B	Oncology	P4HB	0.2433	0.3492	0.1118	0.0059
001B	Oncology	PDCD1	-0.0815	0.2671	0.2782	-0.0704
001B	Oncology	PDCD1LG2	-0.2482	0.2257	0.5371	0.0632
001B	Oncology	PDGFC	-0.4153	0.8472	1.16	-0.1025
001B	Oncology	PDP1	0.149	0.2853	-0.3031	-0.4394
001B	Oncology	PFKFB2	0.1669	0.9245	-0.0109	-0.7685
001B	Oncology	PLA2G15	0.0873	0.3235	0.2036	-0.0326
001B	Oncology	PLXDC1	0.1701	1.5671	0.3991	-0.9979
001B	Oncology	PODXL	-0.3922	-0.0089	0.5357	0.1524
001B	Oncology	PODXL2	0.003	0.1786	0.3108	0.1352
001B	Oncology	POLR2F	0.0182	0.2423	0.2791	0.055
001B	Oncology	PPM1A	0.107	0.2983	0.5864	0.3951
001B	Oncology	PPME1	0.2733	1.121	0.203	-0.6447
001B	Oncology	PPP1R12A	0.566	1.002	-0.4762	-0.9122
001B	Oncology	PPY	-0.3278	-0.3652	-0.5876	-0.5502
001B	Oncology	PQBP1	-0.1634	-1.0834	-0.9335	-0.0135
001B	Oncology	PRDX6	-0.5779	0.3652	0.1707	-0.7724
001B	Oncology	PRKRA	0.3693	1.1042	-0.0139	-0.7488
001B	Oncology	PRTG	-0.1155	0.1272	0.3259	0.0832
001B	Oncology	PSMA1	0.2531	1.0858	0.3071	-0.5256
001B	Oncology	PSMD9	0.1362	0.3562	0.3528	0.1328
001B	Oncology	PSRC1	0.0221	0.4608	0.0622	-0.3765
001B	Oncology	RABEPK	0.6847	0.0978	-0.2336	0.3533
001B	Oncology	RAD23B	0.8124	-0.6291	-0.1341	1.3074
001B	Oncology	RANGAP1	0.2805	-0.2527	0.0057	0.5389
001B	Oncology	RARRES1	-0.3617	0.2967	0.0988	-0.5596
001B	Oncology	RASSF2	0.4862	-0.1636	0.9365	1.5863
001B	Oncology	RBP2	-0.3962	1.3298	2.3168	0.5908
001B	Oncology	RBP5	0.3402	0.6816	1.0793	0.7379
001B	Oncology	RET	-0.0362	0.0942	0.3342	0.2038
001B	Oncology	RILP	0.372	0.8543	-0.3288	-0.8111
001B	Oncology	RNF41	0.5148	2.5559	-0.1973	-2.2384
001B	Oncology	RP2	0.4275	0.1853	0.4091	0.6513
001B	Oncology	RRM2	0.0602	1.141	0.3694	-0.7114
001B	Oncology	RRM2B	-1.0734	1.3187	1.7398	-0.6523
001B	Oncology	RSPO3	-0.1519	0.3505	0.4531	-0.0493
001B	Oncology	RTBDN	0.198	-1.0906	-0.6051	0.6835
001B	Oncology	RTN4R	-0.0612	0.0917	0.0613	-0.0916
001B	Oncology	RUVBL1	0.1231	2.03	0.0419	-1.865
001B	Oncology	S100A12	0.1257	0.6555	0.2032	-0.3266
001B	Oncology	S100A4	0.3347	0.7709	-0.2564	-0.6926
001B	Oncology	SCAMP3	0.4455	1.2784	-0.2051	-1.038
001B	Oncology	SCG2	0.0368	-0.0107	-0.1526	-0.1051
001B	Oncology	SCLY	0.0482	0.303	0.6669	0.4121
001B	Oncology	SCP2	0.579	-0.1827	-0.1406	0.6211
001B	Oncology	SEMA4C	0.478	0.0123	-0.0294	0.4363
001B	Oncology	SEPTIN9	-0.2275	0.6196	0.2204	-0.6267
001B	Oncology	SERPINA9	-0.0174	0.296	0.3678	0.0544
001B	Oncology	SEZ6L	0.4038	0.0441	-0.0008	0.3589
001B	Oncology	SEZ6L2	0.1979	-0.1826	0.2764	0.6569
001B	Oncology	SF3B4	0.2111	0.0519	0.1546	0.3138
001B	Oncology	SFTPA1	1.8174	-0.5812	-0.4386	1.96
001B	Oncology	SFTPA2	-0.383	-0.3068	0.2961	0.2199
001B	Oncology	SH2B3	0.364	0.5936	-0.0205	-0.2501
001B	Oncology	SIAE	0.3132	0.6531	-0.1836	-0.5235
001B	Oncology	SIGLEC6	-0.1069	0.1758	0.1671	-0.1156
001B	Oncology	SIGLEC9	-0.1732	0.1272	0.1749	-0.1255
001B	Oncology	SIRT2	-0.0077	1.0281	0.0203	-1.0155
001B	Oncology	SLAMF6	1.1536	-0.2824	-0.9743	0.4617
001B	Oncology	SLAMF8	0.2706	-0.8397	-0.3491	0.7612
001B	Oncology	SLITRK2	0.1651	0.1551	0.3744	0.3844
001B	Oncology	SMAD1	-0.258	0.7888	-0.3597	-1.4065
001B	Oncology	SMAD5	0.1954	0.1753	0.523	0.5431
001B	Oncology	SMOC1	0.266	0.6426	0.3194	-0.0572
001B	Oncology	SNAP29	0.7827	1.2089	-0.4775	-0.9037
001B	Oncology	SORCS2	0.2821	0.4864	-0.1605	-0.3648
001B	Oncology	SORD	0.2264	0.8043	0.8565	0.2786
001B	Oncology	SPARC	0.6441	1.6765	-0.3334	-1.3658
001B	Oncology	SPINK6	-0.132	-0.4043	0.3956	0.6679
001B	Oncology	SRC	0.9953	1.5107	-0.4932	-1.0086
001B	Oncology	SRP14	0.2785	0.9503	0.7045	0.0327
001B	Oncology	ST3GAL1	0.0305	0.5419	0.3853	-0.1261
001B	Oncology	STAT5B	0.3977	1.5307	-0.2027	-1.3357
001B	Oncology	STX16	-0.0616	0.1036	-0.2902	-0.4554
001B	Oncology	STX4	0.2764	0.8273	-0.0583	-0.6092
001B	Oncology	STX6	0.3208	2.2134	-0.041	-1.9336
001B	Oncology	STXBP3	-0.2059	-0.2014	-0.0226	-0.0271
001B	Oncology	SUGT1	0.3178	2.5399	-0.3706	-2.5927
001B	Oncology	TACC3	0.0188	1.2364	-0.0002	-1.2178
001B	Oncology	TAFA5	-0.3242	-0.3109	0.6473	0.634
001B	Oncology	TBC1D23	0.4796	0.8592	-0.1936	-0.5732
001B	Oncology	TBL1X	0.5243	2.0299	-0.2695	-1.7751
001B	Oncology	TEK	0.1226	0.1125	0.0591	0.0692
001B	Oncology	TFPI2	0.286	0.2028	0.1145	0.1977
001B	Oncology	TGFBR2	0.1173	0.275	0.2502	0.0925
001B	Oncology	TJAP1	0.4897	0.8328	-0.3218	-0.6649
001B	Oncology	TMPRSS15	0.5442	0.1192	-0.5999	-0.1749
001B	Oncology	TNF	-0.2355	-0.0333	0.9484	0.7462
001B	Oncology	TNFRSF12A	-0.3777	-0.0459	0.369	0.0372
001B	Oncology	TNFRSF19	0.0259	0.2309	0.1387	-0.0663
001B	Oncology	TP53	1.5992	-0.9752	-0.5886	1.9858
001B	Oncology	TPMT	-0.2532	0.1612	-0.4945	-0.9089
001B	Oncology	TRIAP1	0.3868	0.8985	0.0202	-0.4915
001B	Oncology	TXNDC15	0.3079	0.2566	0.0704	0.1217
001B	Oncology	UBAC1	0.024	-0.3014	-0.0684	0.257
001B	Oncology	USO1	0.536	1.044	-0.4645	-0.9725
001B	Oncology	UXS1	0.1127	0.6801	0.0973	-0.4701
001B	Oncology	VAT1	0.3178	0.1687	-0.2401	-0.091
001B	Oncology	VEGFC	0.5851	0.6658	0.0244	-0.0563
001B	Oncology	VMO1	0.3558	-0.0321	0.0193	0.4072
001B	Oncology	VNN2	0.1381	0.3304	0.4169	0.2246
001B	Oncology	VPS37A	-0.5489	0.5376	0.1621	-0.9244
001B	Oncology	VPS53	0.374	0.4039	-0.4502	-0.4801
001B	Oncology	VTCN1	0.1735	0.359	0.0534	-0.1321
001B	Oncology	VWA1	-0.0461	-0.2266	0.3105	0.491
001B	Oncology	WFDC12	-0.0376	0.4304	0.3108	-0.1572
001B	Oncology	WFDC2	0.2739	0.5003	0.3523	0.1259
001B	Oncology	WIF1	0.1476	0.5629	0.3482	-0.0671
001B	Oncology	XCL1	-0.0293	0.2206	0.1356	-0.1143
001B	Oncology	XPNPEP2	0.1916	0.1665	0.009	0.0341
001B	Oncology	YES1	0.3855	1.1907	-0.2597	-1.0649
001B	Oncology	ZBTB16	0.2119	1.2383	-0.2784	-1.3048
001B	Oncology_II	ACADM	-0.1127	-0.5838	0.187	0.6581
001B	Oncology_II	ACOT13	0.3892	1.4746	-0.2619	-1.3473
001B	Oncology_II	ACRBP	-0.0401	-0.3026	0.0454	0.3079
001B	Oncology_II	ADAM9	0.6044	0.3846	0.2846	0.5044
001B	Oncology_II	ADGRE1	-0.0358	-0.4587	0.0437	0.4666
001B	Oncology_II	AHSA1	0.3935	-0.7079	-1.0784	0.023
001B	Oncology_II	ALDH2	0.0421	0.3082	0.4171	0.151
001B	Oncology_II	ALMS1	0.6478	0.2533	0.3267	0.7212
001B	Oncology_II	AMOTL2	0.1467	0.1792	-0.027	-0.0595
001B	Oncology_II	ANKRA2	-1.2448	-2.0985	-0.0541	0.7996
001B	Oncology_II	AP1G2	0.2774	0.6152	0.0619	-0.2759
001B	Oncology_II	AP3B1	0.7075	1.0851	-0.4716	-0.8492
001B	Oncology_II	ARAF	0.6198	-0.8387	-1.0374	0.4211
001B	Oncology_II	ARF6	0.3374	0.7391	-0.3433	-0.745
001B	Oncology_II	ARG2	-0.3072	-0.8382	-0.1494	0.3816
001B	Oncology_II	ARHGAP30	-0.7058	-0.2785	0.468	0.0407
001B	Oncology_II	ARHGAP5	0.5129	0.1758	0.5127	0.8498
001B	Oncology_II	ATF4	-0.0295	0.6878	0.6586	-0.0587
001B	Oncology_II	ATG16L1	0.5106	0.5846	-0.6172	-0.6912
001B	Oncology_II	ATP1B4	-1.8338	-1.4332	0.6761	0.2755
001B	Oncology_II	ATRAID	-0.1379	0.1592	0.3498	0.0527
001B	Oncology_II	BCL2	0.2675	0.3323	0.0707	0.0059
001B	Oncology_II	BCL7A	0.1847	1.299	-1.2095	-2.3238
001B	Oncology_II	BCL7B	1.0632	-1.033	-0.8718	1.2244
001B	Oncology_II	BEX3	-1.3332	0.5958	0.5663	-1.3627
001B	Oncology_II	BRAP	0.344	0.7764	-0.5525	-0.9849
001B	Oncology_II	BRD1	-0.2845	-0.3302	0.0293	0.075
001B	Oncology_II	BSND	0.7983	-0.4204	-0.3192	0.8995
001B	Oncology_II	BTLA	-6.5704	0.8246	7.8535	0.4585
001B	Oncology_II	BTN1A1	0.375	0.0954	-0.7021	-0.4225
001B	Oncology_II	BTNL10	-0.723	0.8512	1.0326	-0.5416
001B	Oncology_II	C9orf40	-0.3179	0.0495	0.4209	0.0535
001B	Oncology_II	CA7	-1.3406	-0.1627	1.842	0.6641
001B	Oncology_II	CAPN3	-0.0858	0.3046	0.2234	-0.167
001B	Oncology_II	CASP4	1.7958	0.0078	-0.0374	1.7506
001B	Oncology_II	CCDC134	0.1819	0.526	0.4036	0.0595
001B	Oncology_II	CCND2	-1.6561	-1.1354	1.1096	0.5889
001B	Oncology_II	CD101	0.1426	-0.4055	-0.3787	0.1694
001B	Oncology_II	CD3E	0.4333	-0.7727	-0.5472	0.6588
001B	Oncology_II	CD82	-0.0537	0.0077	0.1782	0.1168
001B	Oncology_II	CD86	0.0668	0.1009	0.3534	0.3193
