SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning
SSNA-001B-PR1;1;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.1219;Plate control;PASS
SSNA-015-PT1;2;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.0869;Plate control;PASS
SSNA-008-PT2;3;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.1711;Plate control;PASS
SSNA-019-PR1;4;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.1490;Plate control;PASS
SSNA-014-PR2;5;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.4825;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-1;12;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.2252;Plate control;PASS
SSNA-008-PR1;13;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;WARN;0.2178;0.9038;Plate control;PASS
SSNA-018-PT1;14;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.6643;Plate control;PASS
SSNA-011-PT2;15;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.6007;Plate control;PASS
SSNA-007-PT1;16;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;1.3846;Plate control;PASS
SSNA-016-PR2;17;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.4854;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-2;24;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.1968;Plate control;PASS
SSNA-011-PR1;25;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.6036;Plate control;PASS
SSNA-001B-PR2;26;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.2077;Plate control;PASS
SSNA-015-PT2;27;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.4065;Plate control;PASS
SSNA-009-PT1;28;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.4829;Plate control;PASS
SSNA-019-PR2;29;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;1.0803;Plate control;PASS
SSNA-015-PR1;37;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.3449;Plate control;PASS
SSNA-008-PR2;38;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.0139;Plate control;PASS
SSNA-018-PT2;39;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.6327;Plate control;PASS
SSNA-014-PT1;40;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.2999;Plate control;PASS
SSNA-007-PT2;41;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.5543;Plate control;PASS
SSNA-018-PR1;49;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.2115;Plate control;PASS
SSNA-011-PR2;50;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.6636;Plate control;PASS
SSNA-007-PR1;51;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.0354;Plate control;PASS
SSNA-016-PT1;52;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.6936;Plate control;PASS
SSNA-009-PT2;53;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.1843;Plate control;PASS
SSNA-001B-PT1;61;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.0528;Plate control;PASS
SSNA-015-PR2;62;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.4324;Plate control;PASS
SSNA-009-PR1;63;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.4994;Plate control;PASS
SSNA-019-PT1;64;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.0093;Plate control;PASS
SSNA-014-PT2;65;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.4463;Plate control;PASS
SSNA-008-PT1;73;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.3235;Plate control;PASS
SSNA-018-PR2;74;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;WARN;0.2178;0.8190;Plate control;PASS
SSNA-014-PR1;75;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.0282;Plate control;PASS
SSNA-007-PR2;76;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.1637;Plate control;PASS
SSNA-016-PT2;77;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.4667;Plate control;PASS
SSNA-011-PT1;85;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.5336;Plate control;PASS
SSNA-001B-PT2;86;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.2613;Plate control;PASS
SSNA-016-PR1;87;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.3412;Plate control;PASS
SSNA-009-PR2;88;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;-0.7800;Plate control;PASS
SSNA-019-PT2;89;OID20838;Q9UJY5;GGA1;0.6250;Neurology;B04414;20212016_SS210415;PASS;0.2178;0.3645;Plate control;PASS
SSNA-001B-PR1;1;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.3497;Plate control;PASS
SSNA-015-PT1;2;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.9192;Plate control;PASS
SSNA-008-PT2;3;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.4635;Plate control;PASS
SSNA-019-PR1;4;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.9063;Plate control;PASS
SSNA-014-PR2;5;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;-0.1990;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-1;12;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.1360;Plate control;PASS
SSNA-008-PR1;13;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;WARN;0.9848;0.4750;Plate control;PASS
SSNA-018-PT1;14;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.0377;Plate control;PASS
SSNA-011-PT2;15;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.9640;Plate control;PASS
SSNA-007-PT1;16;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.9193;Plate control;PASS
SSNA-016-PR2;17;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.5912;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-2;24;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.3704;Plate control;PASS
SSNA-011-PR1;25;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.3057;Plate control;PASS
SSNA-001B-PR2;26;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.5436;Plate control;PASS
SSNA-015-PT2;27;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.1826;Plate control;PASS
SSNA-009-PT1;28;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;-0.0554;Plate control;PASS
SSNA-019-PR2;29;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.2120;Plate control;PASS
SSNA-015-PR1;37;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;-0.0767;Plate control;PASS
SSNA-008-PR2;38;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.4745;Plate control;PASS
SSNA-018-PT2;39;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.7509;Plate control;PASS
SSNA-014-PT1;40;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.7713;Plate control;PASS
SSNA-007-PT2;41;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.8533;Plate control;PASS
SSNA-018-PR1;49;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.3182;Plate control;PASS
SSNA-011-PR2;50;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.4916;Plate control;PASS
SSNA-007-PR1;51;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.6822;Plate control;PASS
SSNA-016-PT1;52;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.3846;Plate control;PASS
SSNA-009-PT2;53;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.8685;Plate control;PASS
SSNA-001B-PT1;61;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.1820;Plate control;PASS
SSNA-015-PR2;62;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;-0.2552;Plate control;PASS
SSNA-009-PR1;63;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;-1.0759;Plate control;PASS
SSNA-019-PT1;64;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.1964;Plate control;PASS
SSNA-014-PT2;65;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.0107;Plate control;PASS
SSNA-008-PT1;73;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.1191;Plate control;PASS
SSNA-018-PR2;74;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;WARN;0.9848;1.5436;Plate control;PASS
SSNA-014-PR1;75;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.9943;Plate control;PASS
SSNA-007-PR2;76;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.7891;Plate control;PASS
SSNA-016-PT2;77;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.8616;Plate control;PASS
SSNA-011-PT1;85;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.0144;Plate control;PASS
SSNA-001B-PT2;86;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;1.0675;Plate control;PASS
SSNA-016-PR1;87;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.7245;Plate control;PASS
SSNA-009-PR2;88;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;0.2931;Plate control;PASS
SSNA-019-PT2;89;OID20839;P30039;PBLD;0.7500;Neurology;B04414;20212016_SS210415;PASS;0.9848;-0.1761;Plate control;PASS
SSNA-001B-PR1;1;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.1746;Plate control;PASS
SSNA-015-PT1;2;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.0718;Plate control;PASS
SSNA-008-PT2;3;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-1.9728;Plate control;PASS
SSNA-019-PR1;4;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.0576;Plate control;PASS
SSNA-014-PR2;5;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.8195;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-1;12;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;1.2781;Plate control;PASS
SSNA-008-PR1;13;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;WARN;0.4770;0.7719;Plate control;PASS
SSNA-018-PT1;14;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.2175;Plate control;PASS
SSNA-011-PT2;15;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.2863;Plate control;PASS
SSNA-007-PT1;16;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.9109;Plate control;PASS
SSNA-016-PR2;17;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.5577;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-2;24;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.9928;Plate control;PASS
SSNA-011-PR1;25;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.0940;Plate control;PASS
SSNA-001B-PR2;26;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.2957;Plate control;PASS
SSNA-015-PT2;27;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.0890;Plate control;PASS
SSNA-009-PT1;28;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.2783;Plate control;PASS
SSNA-019-PR2;29;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.0524;Plate control;PASS
SSNA-015-PR1;37;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-1.6237;Plate control;PASS
SSNA-008-PR2;38;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.0607;Plate control;PASS
SSNA-018-PT2;39;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.0260;Plate control;PASS
SSNA-014-PT1;40;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.2033;Plate control;PASS
SSNA-007-PT2;41;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-1.5734;Plate control;PASS
SSNA-018-PR1;49;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.5598;Plate control;PASS
SSNA-011-PR2;50;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.3861;Plate control;PASS
SSNA-007-PR1;51;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.1181;Plate control;PASS
SSNA-016-PT1;52;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.1946;Plate control;PASS
SSNA-009-PT2;53;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.4432;Plate control;PASS
SSNA-001B-PT1;61;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.3862;Plate control;PASS
SSNA-015-PR2;62;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.0270;Plate control;PASS
SSNA-009-PR1;63;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-1.0113;Plate control;PASS
SSNA-019-PT1;64;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-1.2735;Plate control;PASS
SSNA-014-PT2;65;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.5906;Plate control;PASS
SSNA-008-PT1;73;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.2019;Plate control;PASS
SSNA-018-PR2;74;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;WARN;0.4770;0.0480;Plate control;PASS
SSNA-014-PR1;75;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.5544;Plate control;PASS
SSNA-007-PR2;76;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.2069;Plate control;PASS
SSNA-016-PT2;77;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.5928;Plate control;PASS
SSNA-011-PT1;85;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.1442;Plate control;PASS
SSNA-001B-PT2;86;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;0.0227;Plate control;PASS
SSNA-016-PR1;87;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.3811;Plate control;PASS
SSNA-009-PR2;88;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.1228;Plate control;PASS
SSNA-019-PT2;89;OID20840;Q5JZY3;EPHA10;0.9500;Neurology;B04414;20212016_SS210415;PASS;0.4770;-0.0658;Plate control;PASS
SSNA-001B-PR1;1;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;1.0449;Plate control;PASS
SSNA-015-PT1;2;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2957;Plate control;PASS
SSNA-008-PT2;3;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.0131;Plate control;PASS
SSNA-019-PR1;4;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.4129;Plate control;PASS
SSNA-014-PR2;5;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.3156;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-1;12;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.1406;Plate control;PASS
SSNA-008-PR1;13;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;WARN;0.7423;0.6378;Plate control;PASS
SSNA-018-PT1;14;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2437;Plate control;PASS
SSNA-011-PT2;15;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.1549;Plate control;PASS
SSNA-007-PT1;16;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.5149;Plate control;PASS
SSNA-016-PR2;17;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.5400;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-2;24;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.0856;Plate control;PASS
SSNA-011-PR1;25;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.1377;Plate control;PASS
SSNA-001B-PR2;26;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;1.0606;Plate control;PASS
SSNA-015-PT2;27;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.6206;Plate control;PASS
SSNA-009-PT1;28;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2733;Plate control;PASS
SSNA-019-PR2;29;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.0733;Plate control;PASS
SSNA-015-PR1;37;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2395;Plate control;PASS
SSNA-008-PR2;38;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.0813;Plate control;PASS
SSNA-018-PT2;39;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.6774;Plate control;PASS
SSNA-014-PT1;40;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.2328;Plate control;PASS
SSNA-007-PT2;41;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.4371;Plate control;PASS
SSNA-018-PR1;49;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.2129;Plate control;PASS
SSNA-011-PR2;50;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2355;Plate control;PASS
SSNA-007-PR1;51;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.4811;Plate control;PASS
SSNA-016-PT1;52;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.6358;Plate control;PASS
SSNA-009-PT2;53;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.0691;Plate control;PASS
SSNA-001B-PT1;61;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.9574;Plate control;PASS
SSNA-015-PR2;62;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2503;Plate control;PASS
SSNA-009-PR1;63;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.2616;Plate control;PASS
SSNA-019-PT1;64;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.0810;Plate control;PASS
SSNA-014-PT2;65;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.9772;Plate control;PASS
SSNA-008-PT1;73;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.6264;Plate control;PASS
SSNA-018-PR2;74;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;WARN;0.7423;0.4491;Plate control;PASS
SSNA-014-PR1;75;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.4369;Plate control;PASS
SSNA-007-PR2;76;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.2261;Plate control;PASS
SSNA-016-PT2;77;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.9722;Plate control;PASS
SSNA-011-PT1;85;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.5382;Plate control;PASS
SSNA-001B-PT2;86;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;1.2292;Plate control;PASS
SSNA-016-PR1;87;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.2994;Plate control;PASS
SSNA-009-PR2;88;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;-0.2108;Plate control;PASS
SSNA-019-PT2;89;OID20841;Q02643;GHRHR;0.8750;Neurology;B04414;20212016_SS210415;PASS;0.7423;0.4632;Plate control;PASS
SSNA-001B-PR1;1;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.1244;Plate control;PASS
SSNA-015-PT1;2;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.7152;Plate control;PASS
SSNA-008-PT2;3;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;0.0716;Plate control;PASS
SSNA-019-PR1;4;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.1861;Plate control;PASS
SSNA-014-PR2;5;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.0889;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-1;12;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.6894;Plate control;PASS
SSNA-008-PR1;13;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;WARN;0.0721;-0.4114;Plate control;PASS
SSNA-018-PT1;14;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.5408;Plate control;PASS
SSNA-011-PT2;15;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.2254;Plate control;PASS
SSNA-007-PT1;16;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;0.1829;Plate control;PASS
SSNA-016-PR2;17;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.9147;Plate control;PASS
CONTROL_SAMPLE_US_CS_AS_2-2;24;OID20890;Q92917;GPKOW;0.9250;Neurology;B04414;20212016_SS210415;PASS;0.0721;-0.5022;Plate control;PASS
